,Day_num,wind_10m,specific_humidity,LW_down,SW_down,rainfall,snowfall,sosaline,sst,t2m,surface_pressure,sea_ice_extent
275,275.0,0.0,0.0,0.0,0.0,0.4,0.175,-0.225,0.3,0.0,-0.1,-0.925
276,276.0,0.15,0.0,0.0,0.0,0.5,0.35,-0.225,0.275,0.0,-0.15,-0.9
277,277.0,0.3,0.0,0.0,0.0,0.375,0.275,-0.225,0.25,0.0,-0.025,-0.875
278,278.0,0.225,0.0,0.0,0.0,0.35,0.275,-0.225,0.2,0.0,-0.125,-0.875
279,279.0,0.275,0.0,0.0,0.0,0.35,0.275,-0.225,0.175,0.0,-0.125,-0.825
280,280.0,0.225,0.0,0.0,0.0,0.525,0.3,-0.225,0.15,0.0,-0.2,-0.775
281,281.0,0.45,0.0,0.0,0.0,0.525,0.475,-0.225,0.15,0.0,-0.225,-0.75
282,282.0,0.325,0.0,0.0,0.0,0.4,0.4,-0.225,0.1,0.0,-0.275,-0.725
283,283.0,0.325,0.0,0.0,0.0,0.325,0.45,-0.225,0.1,0.0,-0.225,-0.675
284,284.0,0.3,0.0,0.0,0.0,0.35,0.45,-0.225,0.1,0.0,-0.15,-0.625
285,285.0,0.3,0.0,0.0,0.0,0.275,0.425,-0.225,0.025,0.0,-0.05,-0.55
286,286.0,0.225,0.0,0.0,0.0,0.3,0.45,-0.225,0.025,0.0,-0.075,-0.5
287,287.0,0.075,0.0,0.0,0.0,0.2,0.375,-0.225,0.0,0.0,-0.025,-0.45
288,288.0,0.125,0.0,0.0,0.0,0.2,0.525,-0.225,0.0,0.0,-0.05,-0.425
289,289.0,0.25,0.0,0.0,0.0,0.225,0.4,-0.225,0.0,0.0,-0.05,-0.425
290,290.0,0.3,0.0,0.0,0.0,0.175,0.55,-0.225,0.0,0.0,-0.075,-0.4
291,291.0,0.3,0.0,0.0,0.0,0.175,0.525,-0.225,0.0,0.0,0.025,-0.35
292,292.0,0.2,0.0,0.0,0.0,0.1,0.475,-0.225,0.0,0.0,-0.075,-0.35
293,293.0,0.2,0.0,0.0,0.0,0.15,0.375,-0.225,0.0,0.0,-0.075,-0.375
294,294.0,0.2,0.0,0.0,0.0,0.175,0.5,-0.225,0.0,0.0,-0.075,-0.3
295,295.0,0.275,0.0,0.0,0.0,0.275,0.6,-0.225,0.0,0.0,-0.1,-0.25
296,296.0,0.3,0.0,0.0,0.0,0.225,0.7,-0.225,0.0,0.0,-0.1,-0.225
297,297.0,0.35,0.0,0.0,0.0,0.225,0.625,-0.225,0.0,0.0,-0.2,-0.225
298,298.0,0.225,0.0,0.0,0.0,0.275,0.625,-0.225,0.0,0.0,-0.25,-0.2
299,299.0,0.2,0.0,0.0,0.0,0.15,0.675,-0.225,0.0,0.0,-0.15,-0.2
300,300.0,0.175,0.0,0.0,0.0,0.125,0.675,-0.225,0.0,0.0,-0.1,-0.175
301,301.0,0.3,0.0,0.0,0.0,0.1,0.625,-0.225,0.0,0.0,-0.25,-0.15
302,302.0,0.3,0.0,0.0,0.0,0.15,0.675,-0.225,0.0,0.0,-0.225,-0.125
303,303.0,0.325,0.0,0.0,0.0,0.15,0.575,-0.225,0.0,0.0,-0.325,-0.075
304,304.0,0.225,0.0,0.0,0.0,0.15,0.65,0.0,0.0,0.0,-0.3,-0.05
305,305.0,0.325,0.0,0.0,0.0,0.05,0.6,0.025,0.0,0.0,-0.325,-0.05
306,306.0,0.25,0.0,0.0,0.0,0.0,0.525,0.025,0.0,0.0,-0.4,-0.05
307,307.0,0.125,0.0,0.0,0.0,0.125,0.7,0.025,0.0,0.0,-0.2,-0.025
308,308.0,0.25,0.0,0.0,-0.025,0.125,0.725,0.025,0.0,0.0,-0.175,-0.025
309,309.0,0.375,0.0,0.0,-0.025,0.175,0.625,0.025,0.0,0.0,-0.175,-0.025
310,310.0,0.425,0.0,0.0,-0.075,0.15,0.725,0.025,0.0,0.0,-0.125,-0.025
311,311.0,0.375,0.0,0.0,-0.15,0.125,0.675,0.025,0.0,0.0,-0.1,-0.025
312,312.0,0.375,0.0,0.0,-0.575,0.075,0.575,0.025,0.0,0.0,-0.05,0.0
313,313.0,0.525,0.0,0.0,-0.75,0.1,0.5,0.025,0.0,0.0,-0.25,0.0
314,314.0,0.4,0.0,0.0,-0.9,0.05,0.55,0.025,0.0,0.0,-0.25,0.0
315,315.0,0.375,0.0,0.0,-1.0,0.1,0.5,0.025,0.0,0.0,-0.225,0.0
316,316.0,0.275,0.0,0.0,-1.0,0.0,0.65,0.025,0.0,0.0,-0.25,0.0
317,317.0,0.375,0.0,-0.025,-1.0,0.0,0.65,0.025,0.0,-0.025,-0.2,0.0
318,318.0,0.325,0.0,0.0,-1.0,-0.025,0.6,0.025,0.0,-0.05,-0.225,0.0
319,319.0,0.375,0.0,0.0,-1.0,0.025,0.45,0.025,0.0,-0.05,-0.3,0.0
320,320.0,0.3,0.0,-0.05,-1.0,0.05,0.725,0.025,0.0,-0.025,-0.15,0.0
321,321.0,0.45,0.0,-0.025,-1.0,0.0,0.75,0.025,0.0,-0.075,-0.125,0.0
322,322.0,0.45,0.0,-0.075,-1.0,0.0,0.7,0.025,0.0,-0.1,-0.05,0.0
323,323.0,0.45,0.0,-0.075,-1.0,0.05,0.55,0.025,0.0,-0.125,-0.025,0.0
324,324.0,0.375,-0.025,-0.075,-1.0,0.0,0.45,0.025,0.0,-0.125,-0.075,0.0
325,325.0,0.3,-0.025,-0.075,-1.0,-0.05,0.525,0.025,0.0,-0.15,0.025,0.0
326,326.0,0.475,0.0,-0.075,-1.0,-0.025,0.425,0.025,0.0,-0.125,0.025,0.0
327,327.0,0.425,0.0,-0.1,-1.0,0.0,0.525,0.025,0.0,-0.15,-0.075,0.0
328,328.0,0.4,-0.025,-0.075,-1.0,-0.1,0.425,0.025,0.0,-0.125,-0.075,0.0
329,329.0,0.3,-0.025,-0.075,-1.0,-0.1,0.425,0.025,0.0,-0.15,-0.075,0.0
330,330.0,0.275,-0.025,-0.125,-1.0,-0.125,0.275,0.025,0.0,-0.225,-0.1,0.0
331,331.0,0.25,-0.025,-0.1,-1.0,-0.125,0.475,0.025,0.0,-0.225,-0.15,0.0
332,332.0,0.25,-0.025,-0.15,-1.0,-0.075,0.45,0.025,0.0,-0.25,-0.175,0.0
333,333.0,0.275,-0.025,-0.15,-1.0,-0.075,0.425,0.025,0.0,-0.225,-0.175,0.0
334,334.0,0.4,0.0,-0.125,-1.0,0.025,0.575,0.025,0.0,-0.3,-0.3,0.0
335,335.0,0.525,0.0,-0.175,-1.0,-0.05,0.5,0.025,0.0,-0.275,-0.25,0.0
336,336.0,0.55,0.0,-0.2,-1.0,-0.1,0.45,0.025,0.0,-0.35,-0.35,0.0
337,337.0,0.525,0.0,-0.275,-1.0,-0.05,0.45,0.025,0.0,-0.4,-0.25,0.0
338,338.0,0.55,-0.025,-0.25,-1.0,-0.175,0.475,0.025,0.0,-0.425,-0.275,0.0
339,339.0,0.5,-0.05,-0.3,-1.0,-0.075,0.35,0.025,0.0,-0.5,-0.325,0.0
340,340.0,0.425,-0.05,-0.35,-1.0,-0.075,0.375,0.025,0.0,-0.5,-0.275,0.0
341,341.0,0.375,-0.025,-0.425,-1.0,-0.1,0.3,0.025,0.0,-0.475,-0.2,0.0
342,342.0,0.425,-0.05,-0.375,-1.0,-0.1,0.35,0.025,0.0,-0.575,-0.25,0.0
343,343.0,0.375,-0.1,-0.375,-1.0,-0.15,0.35,0.025,0.0,-0.6,-0.275,0.0
344,344.0,0.425,-0.075,-0.4,-1.0,-0.075,0.3,0.025,0.0,-0.55,-0.325,0.0
345,345.0,0.55,-0.025,-0.4,-1.0,-0.15,0.35,0.025,0.0,-0.55,-0.35,0.0
346,346.0,0.375,-0.025,-0.475,-1.0,0.0,0.3,0.025,0.0,-0.525,-0.225,0.0
347,347.0,0.375,-0.025,-0.475,-1.0,-0.075,0.275,0.025,0.0,-0.475,-0.225,0.0
348,348.0,0.5,-0.05,-0.45,-1.0,-0.125,0.45,0.025,0.0,-0.525,-0.175,0.0
349,349.0,0.5,-0.05,-0.45,-1.0,-0.125,0.475,0.025,0.0,-0.55,-0.25,0.0
350,350.0,0.475,-0.1,-0.5,-1.0,-0.125,0.3,0.025,0.0,-0.65,-0.3,0.0
351,351.0,0.375,-0.075,-0.575,-1.0,-0.125,0.5,0.025,0.0,-0.65,-0.225,0.0
352,352.0,0.525,-0.05,-0.55,-1.0,-0.1,0.375,0.025,0.0,-0.725,-0.275,0.0
353,353.0,0.525,-0.05,-0.575,-1.0,-0.125,0.375,0.025,0.0,-0.725,-0.325,0.0
354,354.0,0.45,-0.1,-0.6,-1.0,-0.15,0.4,0.025,0.0,-0.75,-0.375,0.0
355,355.0,0.425,-0.125,-0.575,-1.0,-0.1,0.35,0.025,0.0,-0.775,-0.325,0.0
356,356.0,0.475,-0.175,-0.65,-1.0,-0.15,0.4,0.025,0.0,-0.8,-0.35,0.0
357,357.0,0.55,-0.075,-0.625,-1.0,-0.25,0.275,0.025,0.0,-0.85,-0.35,0.0
358,358.0,0.6,-0.175,-0.7,-1.0,-0.125,0.425,0.025,0.0,-0.85,-0.25,0.0
359,359.0,0.55,-0.2,-0.75,-1.0,-0.15,0.45,0.025,0.0,-0.9,-0.325,0.0
360,360.0,0.625,-0.25,-0.8,-1.0,-0.15,0.325,0.025,0.0,-0.875,-0.25,0.0
361,361.0,0.55,-0.25,-0.8,-1.0,-0.275,0.375,0.025,0.0,-0.9,-0.25,0.0
362,362.0,0.375,-0.225,-0.675,-1.0,-0.275,0.425,0.025,0.0,-0.925,-0.15,0.0
363,363.0,0.4,-0.2,-0.675,-1.0,-0.15,0.525,0.025,0.0,-0.9,-0.225,0.0
364,364.0,0.5,-0.275,-0.675,-1.0,-0.25,0.35,0.025,0.0,-0.85,-0.25,0.0
365,365.0,0.6,-0.4,-0.5,-1.0,-0.1,0.8,0.0,0.0,-0.8,-0.3,0.0
