,Year,wind_10m,specific_humidity,LW_down,SW_down,rainfall,snowfall,sosaline,sst,t2m,surface_pressure,sea_ice_extent
0,1979.0,-1.53688012498,-1.32779921021,-1.48584744827,-0.250971236037,-1.21593805989,-0.782244277905,,-1.13949308218,-1.65532750362,0.743268344656,1.31337017322
1,1980.0,-0.401065152869,-1.44884685486,-0.950786109848,0.261194936636,-2.29407073889,-1.11601976998,,-0.842657107847,-0.858545307099,1.51579884982,1.3257765525
2,1981.0,1.13695397497,-0.748809459763,0.185502382447,-0.579997209641,-0.12661451606,1.29049090935,,-1.27830731348,0.0823173881869,0.436923589531,1.02270120508
3,1982.0,-0.41873131955,-1.13480262673,-1.45089217458,1.41538611415,-0.300906283072,0.189350341123,,-1.43695214927,-1.46369937536,-0.0703029722317,1.49011465335
4,1983.0,-0.321500988642,-0.898917913582,-0.840394254892,-1.25927663902,-0.0830415743069,0.966626036345,,-1.47661335821,-0.836848040563,-0.411802043518,1.32192466761
5,1984.0,-1.75857059259,-0.251260283401,-0.603809819535,-0.765525017133,-0.03446845891,-0.534655776626,,-0.852545319094,-0.771090680631,0.69944208165,0.70211987644
6,1985.0,-0.95349813954,-0.963250108077,-0.821697248031,1.22433877464,-1.56452159391,-0.393606430294,,-0.921356432975,-0.765393484265,1.79287578434,0.818867326858
7,1986.0,-1.43964979408,-0.877473848751,-1.06313251054,0.279715818163,-0.82378158411,-0.328833455692,,-1.05025536205,-1.05770757821,-0.607661804991,1.13143035868
8,1987.0,-1.19657396681,-1.07047043223,-1.35903296695,0.895312801036,-1.34665688515,-0.717471303303,,-0.842034015084,-1.59361675045,0.924061970631,1.10452552071
9,1988.0,0.132240555592,-0.18710385993,-0.570571436584,0.240025453053,-0.121376238909,0.0467082167262,,-0.842657107847,-0.680396993923,-0.625259545224,0.784650717833
10,1989.0,0.796647816791,0.151841263157,-0.590016945621,-0.452632316633,0.875563144262,0.837080087141,,-0.891610526266,-0.749153812379,-2.07912103862,0.781216927369
11,1990.0,1.28279947133,0.0231768741685,-0.333949242957,0.0745168238725,1.52915727056,1.93822065537,,-0.366099507737,-0.447095915298,-2.15194069353,0.376527728705
12,1991.0,1.13695397497,0.130397198326,-0.198192714878,1.14296675966,0.134823134459,0.318896290326,,-0.49499843681,-0.300938868324,-0.672948392148,0.458657642206
13,1992.0,1.05340496111,-1.66270159976,-1.52637761948,0.614019663017,0.182800991088,1.66160819826,,-1.15907986774,-1.35736058399,-1.40154972354,0.99416278445
14,1993.0,1.67172079496,-0.877473848751,-0.786741974334,-0.399563611213,-0.213760399566,1.93822065537,,-0.931271735211,-0.742657943624,-0.534842150084,0.716302869712
15,1994.0,0.310496162255,-0.813141654257,-1.14442384472,1.06159474469,-1.04164629288,-0.328833455692,,-0.842034015084,-0.976509218783,-1.08475609576,0.847203798374
16,1995.0,0.602187154977,0.602166624617,0.363530404299,-1.49985477026,-0.867354525863,0.577988188734,,-0.49499843681,0.38112735089,0.128067811824,-0.0366557480637
17,1996.0,0.520099252653,-0.743126196679,-0.380869446086,1.25616066503,-0.555915138906,0.111304215988,,-0.674557516654,-0.246362921821,1.21529942595,0.594366876932
18,1997.0,1.18556914042,-0.813141654257,-0.469705771036,-0.10945468825,-0.0830415743069,-0.199287506488,,-0.257031183137,-0.39837689964,-0.587573624327,0.33763443917
19,1998.0,-0.856267808633,-0.0625993851571,-0.361588296578,-0.410177352297,-0.344479224826,-0.847017252507,,-0.217369974192,-0.502310799711,0.630272328421,0.470764333126
20,1999.0,-2.12026211043,-0.963250108077,-0.872097875222,0.177116321018,-1.25951100164,-0.911790227109,,-0.435506623392,-0.827104237432,0.0853804279134,0.373021760548
21,2000.0,-0.885888524196,-0.400958604833,-0.433564443447,1.26674540682,-0.382099578908,-0.147079781058,,-0.15048232058,-0.201016078467,0.258709593314,0.10125771348
22,2001.0,-1.05072847045,-0.212707838977,-0.26729034893,1.68426755495,-0.300906283072,-0.717471303303,,-0.0388945339365,-0.132046280709,0.148155992488,0.237416386548
23,2002.0,-0.515961650457,0.0660650038314,-0.0413004399124,1.5144476976,-0.257333341319,-1.42997402392,,0.417209368937,0.127788469468,-0.208409214296,-0.114123590202
24,2003.0,0.213265831348,0.516390365291,0.404988984731,1.21018711986,0.657698435496,-0.0697415572847,,0.893143876284,0.546772004128,-0.723168843808,-0.0631867097254
25,2004.0,-0.78892384993,-0.465115028304,-0.256833529222,-0.222174938506,-0.599369028906,-0.340867778842,,0.729568480373,-0.424511234998,0.749525318961,-0.295632970214
26,2005.0,0.699417485884,1.18115637507,1.28456122055,-0.615376346588,0.614125493743,-0.00496858268291,,0.357717555519,1.15413573267,0.961727309375,-0.789963121563
27,2006.0,-0.710422312272,0.923827597088,0.873227069602,-0.990395198223,0.265541959718,-0.652698328701,,0.625430715901,0.725408394874,-0.0150604754061,-0.989175186336
28,2007.0,0.748032651338,1.28837669922,1.16831461267,-0.657831310924,1.61630315406,0.577988188734,,1.04187340983,1.2061026827,-0.868808153621,-1.43169243595
29,2008.0,0.617063926919,0.561387747233,0.430633513267,-0.0457625753155,0.573886001086,0.886456207124,,0.7987859591,0.621705222382,-0.227097808602,-0.684866547681
30,2009.0,-0.759037477725,-0.212707838977,0.24565796974,0.863471577784,-0.170187457813,-2.01293079534,,0.932805085229,0.394119088399,1.33838069682,-0.75291894244
31,2010.0,-0.759037477725,0.537834430123,1.22847019996,-1.74043290149,-1.34665688515,-0.782244277905,,1.29967126798,1.18661507644,2.05151111039,-1.07991918504
